id_candidat,candidat,code_circo,inscrits,abstentions,votants,blancs,nuls,exprimes,nom,bloc,nb_voix,elu
ZZ064,4,ZZ06,159746,95948,63798,588,88,63122,DELIMI,UG,19446,QUALIF
ZZ071,1,ZZ07,130824,72265,58559,428,81,58050,PETIT,ENS,21929,QUALIF
ZZ075,5,ZZ07,130824,72265,58559,428,81,58050,RHARMAOUI-CLAQUIN,UG,18914,QUALIF
ZZ085,5,ZZ08,148957,115887,33070,503,85,32482,HABIB,LR,11557,QUALIF
ZZ086,6,ZZ08,148957,115887,33070,503,85,32482,YADAN,ENS,7855,QUALIF
ZZ098,8,ZZ09,130387,93784,36603,592,131,35880,DJOUADI,ENS,5634,QUALIF
ZZ099,9,ZZ09,130387,93784,36603,592,131,35880,BEN CHEØKH,UG,18505,QUALIF
ZZ103,3,ZZ10,113855,77353,36502,563,115,35824,LAKRAFI,ENS,11398,QUALIF
ZZ106,6,ZZ10,113855,77353,36502,563,115,35824,DI MEO,UG,11651,QUALIF
ZZ112,2,ZZ11,104619,61924,42695,618,91,41986,PAJOT,UG,12502,QUALIF
ZZ1113,13,ZZ11,104619,61924,42695,618,91,41986,GENETET,ENS,16770,QUALIF
37033,3,3703,99411,29596,69815,1633,729,67453,FRANCOIS,DIV,3248,NON
35043,3,3504,97688,26760,70928,1420,543,68965,FRANCOIS,RN,22275,QUALIF
3013,3,301,88547,27288,61259,1185,974,59100,GUILLAUMIN,ENS,1303,NON
4011,1,401,61473,18194,43279,871,382,42026,LAKHLEF TSALAMLAL,ENS,1,NON
11032,2,1103,89858,25093,64765,1322,927,62516,CHAMPION,ENS,1868,NON
16035,5,1603,90666,27607,63059,1456,1119,60484,SOUCHAUD,ENS,2293,NON
30023,3,3002,96319,28962,67357,974,455,65928,JULLIAN,ENS,1841,NON
34024,4,3402,67226,23960,43266,547,282,42437,BOYER,ENS,1157,NON
41022,2,4102,80280,26185,54095,1903,680,51512,GUILLEMAUD,ENS,2803,NON
59202,2,5920,82190,33679,48511,757,335,47419,GONDY,ENS,3087,NON
60035,5,6003,74495,28043,46452,902,332,45218,FERREIRA,ENS,1931,NON
62036,6,6203,83041,33701,49340,824,427,48089,DUQUENNE,ENS,1586,NON
62095,5,6209,80762,26681,54081,1009,514,52558,ELAZOUZI,ENS,6985,NON
69039,9,6903,70822,16382,54440,426,172,53842,BOURRET,ENS,501,NON
73044,4,7304,79612,22994,56618,1148,426,55044,BERNOLLIN,ENS,2,NON
77075,5,7707,89223,31255,57968,1056,423,56489,LOURO,ENS,3,NON
77103,3,7710,82992,30537,52455,787,327,51341,SANGAR,ENS,2707,NON
77111,1,7711,66897,24738,42159,1329,317,40513,IANZ,ENS,5797,NON
78083,3,7808,75347,28696,46651,810,389,45452,CHAMPAGNE,ENS,2592,NON
83066,6,8306,128858,40889,87969,1614,610,85745,ALBERT,ENS,15451,NON
84046,6,8404,90640,28203,62437,1411,510,60516,COULON,ENS,1893,NON
92011,1,9201,67718,26255,41463,831,177,40455,FEGEANT,ENS,596,NON
92055,5,9205,77488,22261,55227,423,232,54572,BAKHTI,ENS,891,NON
93062,2,9306,60823,24086,36737,518,257,35962,SACK,ENS,5014,NON
94118,8,9411,66060,22634,43426,587,217,42622,MARIAUD,ENS,1167,NON
95057,7,9505,70843,28267,42576,631,329,41616,PHAM,ENS,412,NON
95084,4,9508,55766,24573,31193,593,762,29838,ZINAOUI,ENS,3293,NON
95105,5,9510,66773,23188,43585,906,237,42442,SAINT-JEAN,ENS,1107,NON
972042,2,97204,84422,58966,25456,601,471,24384,PETIT,ENS,2316,NON
42024,4,4202,50889,18558,32331,474,178,31679,LE JAOUEN,ENS,7310,QUALIF
57034,4,5703,76057,26714,49343,991,366,47986,COLIN-OESTERL,ENS,16631,QUALIF
59216,6,5921,81160,30997,50163,884,357,48922,LTARD,ENS,14280,QUALIF
60065,5,6006,75856,25629,50227,996,352,48879,LECA,ENS,11207,QUALIF
975012,2,97501,5069,2262,2807,37,22,2748,BEAUMONT,UG,464,QUALIF
91067,7,9106,83324,26293,57031,817,231,55983,KRIBI-ROMDHANE,DVG,14124,DESIST
78116,6,7811,70630,22503,48127,816,300,47011,MAZAURY,ENS,13752,QUALIF
93053,3,9305,65908,28268,37640,596,369,36675,LAGARDE,ENS,9006,QUALIF
6052,2,605,91232,30418,60814,1114,503,59197,D'INTORNI,RN,29804,OUI
75042,2,7504,73204,19833,53371,313,153,52905,DASSIER,RN,8227,NON
75129,9,7512,75515,18655,56860,406,186,56268,ATTIA,RN,8111,NON
92063,3,9206,76447,19223,57224,702,156,56366,PANY,RN,9512,NON
92103,3,9210,80243,20580,59663,1034,76,58553,LAYE,RN,7732,NON
ZZ109,9,ZZ10,113855,77353,36502,563,115,35824,DE VERON,RN,6147,NON
1058,8,105,77900,24927,52973,978,463,51532,CHAVENT,RN,20161,QUALIF
4022,2,402,66671,20111,46560,1295,480,44785,VAGINAY,RN,18314,QUALIF
6017,7,601,81879,30141,51738,667,362,50709,CIOTTI,RN,20809,QUALIF
6034,4,603,91724,32712,59012,763,412,57837,CHAIX,RN,23983,QUALIF
7025,5,702,97138,26734,70404,1420,694,68290,TREBUCHET,RN,24417,QUALIF
12035,5,1203,72271,19095,53176,1486,799,50891,FEVRE,RN,18044,QUALIF
13062,2,1306,79685,28613,51072,757,278,50037,FAYSSAT,RN,19151,QUALIF
13141,1,1314,99986,29759,70227,1118,439,68670,VERNY,RN,21734,QUALIF
21035,5,2103,72426,22065,50361,927,319,49115,COUDERT,RN,17406,QUALIF
23015,5,2301,89980,26423,63557,1468,907,61182,LENOIR,RN,20403,QUALIF
25031,1,2503,64748,20526,44222,1149,692,42381,BLOCH,RN,18795,QUALIF
26036,6,2603,110847,27829,83018,1566,803,80649,AUTRAND,RN,26019,QUALIF
28044,4,2804,67351,22555,44796,823,275,43698,PECOUT,RN,18854,QUALIF
31074,4,3107,108229,31112,77117,1914,795,74408,INARD,RN,30042,QUALIF
34011,1,3401,91368,28757,62611,1024,339,61248,OLIVA,RN,20891,QUALIF
36025,5,3602,87371,26395,60976,1400,814,58762,SIFFERT,RN,24512,QUALIF
37035,5,3703,99411,29596,69815,1633,729,67453,ROBIN,RN,21724,QUALIF
38013,3,3801,83879,20247,63632,675,237,62720,LACROIX,RN,11504,QUALIF
38042,2,3804,92601,26385,66216,1100,329,64787,MALANDRINO,RN,20812,QUALIF
38084,4,3808,82842,24248,58594,1026,336,57232,MANSOURI,RN,22847,QUALIF
44076,6,4407,118946,33383,85563,2478,640,82445,HUNAULT,RN,23210,QUALIF
50032,2,5003,111098,33235,77863,1454,505,75904,GIRY,RN,25725,QUALIF
50043,3,5004,88663,28923,59740,1082,399,58259,CONQUER,RN,17481,QUALIF
51035,5,5103,78476,26708,51768,1257,575,49936,MICHELET,RN,21890,QUALIF
64063,3,6406,106617,31087,75530,1390,562,73578,LASTCOUÔRES,RN,18610,QUALIF
69094,4,6909,98123,27780,70343,973,274,69096,LOUIS,RN,24464,QUALIF
69113,3,6911,98020,27586,70434,1100,403,68931,HUMBERT DUPALAIS,RN,25371,QUALIF
72021,1,7202,83764,30121,53643,1510,322,51811,FEVRE,RN,18282,QUALIF
73015,5,7301,94116,26053,68063,1130,585,66348,DEGOIS,RN,23992,QUALIF
74031,1,7403,89948,27529,62419,1157,326,60936,VALENTIN,RN,24182,QUALIF
74053,3,7405,103704,34132,69572,1183,416,67973,TAØEB,RN,21822,QUALIF
74065,5,7406,82158,26733,55425,904,289,54232,PRATS,RN,19639,QUALIF
77018,8,7701,71339,25761,45578,1048,400,44130,MICHEL,RN,14542,QUALIF
77053,3,7705,89794,31193,58601,1197,375,57029,FONTANA,RN,23820,QUALIF
78037,7,7803,83521,22466,61055,592,242,60221,SALVINO,RN,13725,QUALIF
78042,2,7804,80858,21729,59129,833,269,58027,MOURTOUX,RN,11599,QUALIF
78072,2,7807,81613,26206,55407,893,283,54231,DE ROZIERES,RN,13987,QUALIF
81035,5,8103,104780,29057,75723,1794,959,72970,CARAYON,RN,31748,QUALIF
82011,1,8201,93424,27306,66118,1991,907,63220,BAREGES,RN,27772,QUALIF
85016,6,8501,120711,36734,83977,1879,947,81151,PAULIN,RN,26105,QUALIF
85033,3,8503,136893,39795,97098,1882,955,94261,DUBIN,RN,33545,QUALIF
91046,6,9104,99613,29316,70297,1656,493,68148,CARBRIAND,RN,21144,QUALIF
2045,5,204,78936,30463,48473,992,400,47081,GOUJARD,RN,553,NON
6023,3,602,90381,29314,61067,996,430,59641,PORET-RINCK,RN,931,NON
8014,4,801,70664,23113,47551,660,411,46480,CHARVET,RN,4257,NON
30051,1,3005,98971,29366,69605,1571,729,67305,ESPANOL,RN,1,NON
33025,5,3302,74146,19734,54412,529,197,53686,IVA,RN,20,NON
54054,4,5405,78674,25494,53180,1163,452,51565,NUPS,RN,5190,NON
75131,1,7513,77751,21158,56593,515,233,55845,DELINOT,RN,85,NON
974032,2,97403,98835,53482,45353,1490,1529,42334,HOAREAU,RN,2083,NON
1051,1,105,77900,24927,52973,978,463,51532,CHATELARD,UG,484,NON
1052,2,105,77900,24927,52973,978,463,51532,CROZET,UG,606,NON
2015,5,201,72055,24968,47087,1189,429,45469,PERNELLE,UG,701,NON
2022,2,202,73165,26471,46694,716,303,45675,BCOURT,UG,497,NON
2024,4,202,73165,26471,46694,716,303,45675,ZANDITNAS,UG,322,NON
2034,4,203,65988,23648,42340,952,487,40901,VOISIN,UG,763,NON
2044,4,204,78936,30463,48473,992,400,47081,BOUILLAGUET,UG,832,NON
2055,5,205,82511,28600,53911,1029,743,52139,MERBOUCHE,UG,721,NON
3014,4,301,88547,27288,61259,1185,974,59100,COLLOT,UG,636,NON
3027,7,302,79877,25531,54346,1409,1056,51881,LEBEL,UG,802,NON
3033,3,303,80068,24756,55312,1011,709,53592,RAMEAU,UG,923,NON
4013,3,401,61473,18194,43279,871,382,42026,ROS,UG,396,NON
4023,3,402,66671,20111,46560,1295,480,44785,CYVOCT,UG,438,NON
5014,4,501,60047,17531,42516,815,457,41244,BUISSON,UG,643,NON
5021,1,502,54517,14801,39716,701,301,38714,GUIGNARD,UG,394,NON
6013,3,601,81879,30141,51738,667,362,50709,BEN MOULAY,UG,1427,NON
6015,5,601,81879,30141,51738,667,362,50709,LANGOUET,UG,313,NON
6024,4,602,90381,29314,61067,996,430,59641,IMBERT,UG,381,NON
6025,5,602,90381,29314,61067,996,430,59641,MIRAN,UG,2296,NON
6031,1,603,91724,32712,59012,763,412,57837,JAQUET,UG,438,NON
6036,6,603,91724,32712,59012,763,412,57837,CAUSSIN,UG,1675,NON
6037,7,603,91724,32712,59012,763,412,57837,VIVO,UG,434,NON
6042,2,604,85660,29789,55871,985,637,54249,BEYL,UG,1717,NON
6044,4,604,85660,29789,55871,985,637,54249,MARKIEL,UG,953,NON
6061,1,606,80186,24490,55696,980,231,54485,BARTOLI,UG,359,NON
6065,5,606,80186,24490,55696,980,231,54485,PIACENTINI,UG,1927,NON
6074,4,607,96284,29396,66888,761,261,65866,PETARD,UG,264,NON
6075,5,607,96284,29396,66888,761,261,65866,ZBIROU,UG,1651,NON
6085,5,608,84414,29740,54674,581,257,53836,PEREIRA,UG,181,NON
6087,7,608,84414,29740,54674,581,257,53836,ITTY,UG,950,NON
6092,2,609,82386,27287,55099,684,237,54178,PALMERS,UG,1742,NON
6095,5,609,82386,27287,55099,684,237,54178,PCOUT,UG,294,NON
7014,4,701,79596,23605,55991,1072,507,54412,CHAMBONNET,UG,474,NON
7015,5,701,79596,23605,55991,1072,507,54412,VANDER DONCKT,UG,518,NON
7029,9,702,97138,26734,70404,1420,694,68290,GAILLARD,UG,609,NON
7031,1,703,81022,22335,58687,845,471,57371,FAURE,UG,327,NON
7037,7,703,81022,22335,58687,845,471,57371,MARCHISIO,UG,482,NON
8011,1,801,70664,23113,47551,660,411,46480,OCTAVE,UG,386,NON
8015,5,801,70664,23113,47551,660,411,46480,D'ORGEVILLE,UG,956,NON
8021,1,802,60281,22712,37569,375,223,36971,BENYOUCEF,UG,264,NON
8022,2,802,60281,22712,37569,375,223,36971,TAKAWE,UG,308,NON
8031,1,803,54484,18614,35870,349,258,35263,AUGIER,UG,466,NON
9013,3,901,57416,16586,40830,1930,969,37931,LAPEYRE,UG,2756,NON
9022,2,902,62051,18562,43489,1470,751,41268,TESTARD,UG,1852,NON
10014,4,1001,63973,20479,43494,836,614,42044,PAILLARD,UG,570,NON
10024,4,1002,73976,23037,50939,708,451,49780,VALLE,UG,603,NON
10036,6,1003,65463,22892,42571,531,309,41731,ANDRIEUX,UG,349,NON
10037,7,1003,65463,22892,42571,531,309,41731,COLLOT-TOUZ,UG,970,NON
11013,3,1101,99219,29751,69468,1706,1038,66724,GADRAT,UG,326,NON
11026,6,1102,92832,29908,62924,1311,911,60702,VIGIER,UG,418,NON
12014,4,1201,78345,20567,57778,1307,605,55866,SAINT-AVIT,UG,418,NON
12024,4,1202,68217,17951,50266,1399,781,48086,EL HEDRI,UG,595,NON
12033,3,1203,72271,19095,53176,1486,799,50891,COMBES,UG,607,NON
12034,4,1203,72271,19095,53176,1486,799,50891,NOEL,UG,1066,NON
13015,5,1301,82792,28226,54566,927,327,53312,CECONE,UG,402,NON
13026,6,1302,84440,24873,59567,585,230,58752,RODINSON,UG,229,NON
13032,2,1303,77838,30047,47791,817,331,46643,GRANDEL,UG,402,NON
13033,3,1303,77838,30047,47791,817,331,46643,DE MONTGOLFIER,UG,381,NON
13034,4,1303,77838,30047,47791,817,331,46643,COLEOU,UG,262,NON
13043,3,1304,67303,26955,40348,459,308,39581,DEMONT,UG,723,NON
13044,4,1304,67303,26955,40348,459,308,39581,BEHAIRI,UG,204,NON
13048,8,1304,67303,26955,40348,459,308,39581,BONNET,UG,256,NON
130411,11,1304,67303,26955,40348,459,308,39581,PERNICE,UG,178,NON
13055,5,1305,75461,24486,50975,472,297,50206,PLEZ,UG,865,NON
13056,6,1305,75461,24486,50975,472,297,50206,MALHOLE,UG,264,NON
13064,4,1306,79685,28613,51072,757,278,50037,COURONNE,UG,276,NON
13069,9,1306,79685,28613,51072,757,278,50037,MOREL,UG,250,NON
13076,6,1307,69089,32915,36174,527,245,35402,PCOUT,UG,319,NON
13082,2,1308,103683,32836,70847,897,516,69434,BAZZALI,UG,342,NON
13086,6,1308,103683,32836,70847,897,516,69434,FANFAN,UG,1882,NON
13096,6,1309,101433,33224,68209,985,438,66786,CLOREC,UG,319,NON
13098,8,1309,101433,33224,68209,985,438,66786,AKSIL,UG,1790,NON
13106,6,1310,110764,31704,79060,1286,625,77149,DESBLANCS,UG,2613,NON
13107,7,1310,110764,31704,79060,1286,625,77149,KECHRA,UG,314,NON
13112,2,1311,93649,29051,64598,1111,392,63095,MARIA,UG,382,NON
13125,5,1312,95365,32546,62819,1296,330,61193,ROCHE,UG,561,NON
13132,2,1313,94838,34075,60763,1332,714,58717,METRAL,UG,613,NON
13149,9,1314,99986,29759,70227,1118,439,68670,ROCHE,UG,470,NON
13157,7,1315,110706,32577,78129,1726,634,75769,TESTUT,UG,617,NON
13162,2,1316,91684,30124,61560,1088,667,59805,DUBOST,UG,505,NON
13164,4,1316,91684,30124,61560,1088,667,59805,BOUZIANI,UG,396,NON
14012,2,1401,73296,19818,53478,663,397,52418,CASEVITZ,UG,510,NON
14022,2,1402,69012,21574,47438,626,376,46436,GARCIA,UG,547,NON
14035,5,1403,79965,26062,53903,939,462,52502,LANGEVIN,UG,732,NON
14044,4,1404,104874,31369,73505,1000,492,72013,POIROT-BOURDAIN,UG,442,NON
14052,2,1405,92946,25628,67318,952,453,65913,PELTRE,UG,488,NON
14065,5,1406,96333,27634,68699,1589,708,66402,GEORGET,UG,616,NON
14067,7,1406,96333,27634,68699,1589,708,66402,LAREYNIE,UG,262,NON
15013,3,1501,62314,16947,45367,743,510,44114,DAUVILLIER,UG,458,NON
15021,1,1502,52310,15232,37078,592,376,36110,CHEIKHI,UG,298,NON
16012,2,1601,84158,27182,56976,1084,504,55388,NICOLAS,UG,818,NON
16024,4,1602,83360,26164,57196,1306,785,55105,BESSAS,UG,832,NON
16028,8,1602,83360,26164,57196,1306,785,55105,VINSONNEAU,UG,457,NON
16032,2,1603,90666,27607,63059,1456,1119,60484,CURGALI,UG,844,NON
17011,1,1701,111882,34147,77735,1055,383,76297,COLIN,UG,430,NON
17024,4,1702,113630,33612,80018,1379,577,78062,CASTELLO,UG,749,NON
17034,4,1703,83726,26017,57709,1304,690,55715,GODDE,UG,1196,NON
17044,4,1704,94544,29499,65045,1370,610,63065,TRIPELON,UG,707,NON
17054,4,1705,120296,35196,85100,1609,676,82815,CASSETTE,UG,1051,NON
18012,2,1801,70401,23447,46954,1326,306,45322,CERVEAU,UG,680,NON
18024,4,1802,68476,24480,43996,949,530,42517,ROBIN,UG,580,NON
18034,4,1803,83645,27519,56126,1215,450,54461,BELLET,UG,568,NON
19011,1,1901,91732,23227,68505,1563,1243,65699,COINAUD,UG,1303,NON
19022,2,1902,93265,26494,66771,1488,1205,64078,SICARD,UG,1309,NON
21012,2,2101,70495,19250,51245,657,255,50333,THVENIN,UG,497,NON
21024,4,2102,72011,21398,50613,767,248,49598,GONZALEZ,UG,1222,NON
21027,7,2102,72011,21398,50613,767,248,49598,ROCHER,UG,522,NON
21036,6,2103,72426,22065,50361,927,319,49115,DELORME,UG,694,NON
21043,3,2104,67447,19020,48427,1083,374,46970,DENIZOT,UG,985,NON
21053,3,2105,85576,25043,60533,1464,540,58529,PETET,UG,819,NON
22013,3,2201,90639,23382,67257,1142,535,65580,DENIS,UG,488,NON
22015,5,2201,90639,23382,67257,1142,535,65580,DANJOU,UG,1806,NON
22017,7,2201,90639,23382,67257,1142,535,65580,LE FOL,UG,671,NON
22026,6,2202,104517,26320,78197,958,676,76563,HERBLIN,UG,636,NON
22037,7,2203,89421,23834,65587,795,581,64211,LAMOUR,UG,451,NON
22044,4,2204,81566,21928,59638,1441,757,57440,LIRONCOURT,UG,1505,NON
22052,2,2205,107761,27048,80713,1784,971,77958,GUGUEN,UG,1953,NON
23012,2,2301,89980,26423,63557,1468,907,61182,DUMON,UG,958,NON
24015,5,2401,78107,23125,54982,1245,922,52815,ALMOSNINO,UG,751,NON
24023,3,2402,84286,25227,59059,1134,857,57068,KHELFAOUI,UG,816,NON
24035,5,2403,66947,17473,49474,995,898,47581,DECOUPY,UG,681,NON
24046,6,2404,89941,24171,65770,1483,1071,63216,GREEN-MADEO,UG,657,NON
25011,1,2501,75793,22151,53642,1096,414,52132,FRIESS,UG,780,NON
25012,2,2501,75793,22151,53642,1096,414,52132,RUCH,UG,133,NON
25014,4,2501,75793,22151,53642,1096,414,52132,PERNIN,UG,923,NON
25022,2,2502,78875,21525,57350,858,408,56084,VUITTON,UG,788,NON
25035,5,2503,64748,20526,44222,1149,692,42381,PLAIN,UG,753,NON
25041,1,2504,65469,22529,42940,770,408,41762,TREPPO,UG,634,NON
25044,4,2504,65469,22529,42940,770,408,41762,VOLA,UG,902,NON
25052,2,2505,85263,25970,59293,871,591,57831,MORRISON,UG,588,NON
26015,5,2601,77635,24587,53048,751,350,51947,KOPFF,UG,490,NON
26026,6,2602,97115,31067,66048,1192,656,64200,RAT,UG,704,NON
26035,5,2603,110847,27829,83018,1566,803,80649,CHAMPMARTIN,UG,908,NON
26043,3,2604,100702,29765,70937,1024,539,69374,BERNARD,UG,634,NON
27012,2,2701,87391,30142,57249,1205,488,55556,DUCAMP,UG,1009,NON
27027,7,2702,79112,25043,54069,1097,338,52634,PEYRAUD,UG,614,NON
27043,3,2704,93502,30390,63112,1034,383,61695,SOLAL,UG,693,NON
27053,3,2705,89812,29619,60193,1042,378,58773,BLITMAN,UG,671,NON
28014,4,2801,91565,29049,62516,1035,350,61131,AUBERT,UG,659,NON
28025,5,2802,75563,27860,47703,723,257,46723,DENIS,UG,357,NON
28026,6,2802,75563,27860,47703,723,257,46723,JAFFRENOU,UG,535,NON
28032,2,2803,71148,24429,46719,1120,376,45223,CHEVROLLIER,UG,3107,NON
28042,2,2804,67351,22555,44796,823,275,43698,ASSAYAG,UG,548,NON
29016,6,2901,92336,22747,69589,1156,495,67938,HARDY,UG,858,NON
29022,2,2902,78166,23609,54557,1075,56,53426,HENRY,UG,1131,NON
29026,6,2902,78166,23609,54557,1075,56,53426,HITA,UG,172,NON
29029,9,2902,78166,23609,54557,1075,56,53426,COLLARD,UG,357,NON
29035,5,2903,93853,24830,69023,1505,358,67160,MULLER,UG,742,NON
29041,1,2904,84364,22356,62008,963,365,60680,BLOSSE,UG,942,NON
29058,8,2905,98751,26027,72724,1119,437,71168,CAJEAN,UG,553,NON
29064,4,2906,91580,24649,66931,1294,521,65116,CORDIER,UG,753,NON
29065,5,2906,91580,24649,66931,1294,521,65116,DELFERRIERE,UG,360,NON
29076,6,2907,83701,21122,62579,1032,521,61026,DEBLIQUI,UG,972,NON
29083,3,2908,91739,25116,66623,1139,542,64942,MOREL,UG,741,NON
2A011,1,2A01,52490,18651,33839,365,215,33259,QUILICHINI,UG,133,NON
2A022,2,2A02,62495,22874,39621,469,345,38807,LUCCIONI,UG,4780,NON
2B014,4,2B01,62114,23561,38553,499,364,37690,BASTELICA,UG,3352,NON
2B0111,11,2B01,62114,23561,38553,499,364,37690,JOSU,UG,203,NON
2B024,4,2B02,67927,22746,45181,440,393,44348,RONGIONE,UG,280,NON
30013,3,3001,90362,32430,57932,870,364,56698,LECLERC,UG,587,NON
30021,1,3002,96319,28962,67357,974,455,65928,MANSON,UG,478,NON
30055,5,3005,98971,29366,69605,1571,729,67305,OLINET,UG,961,NON
30064,4,3006,85573,28866,56707,796,327,55584,TERBECHE,UG,377,NON
31016,6,3101,85230,24258,60972,1173,522,59277,LE PENVEN,UG,390,NON
31024,4,3102,106597,29396,77201,1540,644,75017,NESTIER,UG,606,NON
31025,5,3102,106597,29396,77201,1540,644,75017,MAYORAL,UG,1306,NON
31026,6,3102,106597,29396,77201,1540,644,75017,BARTHLMY,UG,588,NON
31032,2,3103,81919,19856,62063,815,328,60920,ADRADA,UG,254,NON
31033,3,3103,81919,19856,62063,815,328,60920,ALLORANT,UG,613,NON
31046,6,3104,69960,20810,49150,650,397,48103,MARCIREAU,UG,262,NON
31047,7,3104,69960,20810,49150,650,397,48103,CAZALS,UG,0,NON
31056,6,3105,108786,30528,78258,1933,672,75653,LASERGE,UG,1000,NON
31062,2,3106,117374,29722,87652,1621,714,85317,PUEL,UG,774,NON
31063,3,3106,117374,29722,87652,1621,714,85317,LAPORTE,UG,2773,NON
31071,1,3107,108229,31112,77117,1914,795,74408,BERGNES,UG,1223,NON
31083,3,3108,86096,25122,60974,1320,711,58943,GUIRAUD,UG,536,NON
31096,6,3109,81368,24179,57189,1026,469,55694,MARTIN,UG,569,NON
31097,7,3109,81368,24179,57189,1026,469,55694,LOUBET--SRUH,UG,322,NON
31106,6,3110,105152,23611,81541,1891,636,79014,SOUCHE,UG,523,NON
31107,7,3110,105152,23611,81541,1891,636,79014,BOURGEADE,UG,558,NON
32013,3,3201,73258,19098,54160,1382,769,52009,CHARETON,UG,296,NON
32017,7,3201,73258,19098,54160,1382,769,52009,BOUDAUD ANDUAGA,UG,1375,NON
32025,5,3202,73646,19322,54324,1082,436,52806,MARTIN,UG,481,NON
33016,6,3301,105863,29920,75943,1002,388,74553,QUANDALLE,UG,511,NON
33021,1,3302,74146,19734,54412,529,197,53686,DUPONT,UG,307,NON
33027,7,3302,74146,19734,54412,529,197,53686,PIJOAN,UG,0,NON
33032,2,3303,91635,28457,63178,1176,463,61539,MINVIELLE-LARROUSSE,UG,196,NON
33042,2,3304,99767,34194,65573,1081,532,63960,BRIVARY,UG,734,NON
33056,6,3305,123063,37023,86040,1641,618,83781,FAGEGALTIER,UG,858,NON
33061,1,3306,109009,28883,80126,1398,518,78210,FLORIT,UG,1387,NON
33063,3,3306,109009,28883,80126,1398,518,78210,PERCHET,UG,673,NON
33075,5,3307,80692,22563,58129,832,376,56921,ORATTO,UG,442,NON
33077,7,3307,80692,22563,58129,832,376,56921,THIAM,UG,1597,NON
33087,7,3308,121558,34656,86902,1463,663,84776,COSTE,UG,898,NON
33092,2,3309,103847,28885,74962,1885,776,72301,DELCAMP,UG,1368,NON
33101,1,3310,83589,24550,59039,1267,605,57167,HALBIN,UG,1117,NON
33113,3,3311,99996,32559,67437,1778,804,64855,AHMIMOU,UG,1359,NON
33121,1,3312,89111,24589,64522,1413,580,62529,LAVIN,UG,1021,NON
34012,2,3401,91368,28757,62611,1024,339,61248,LACHIVER,UG,491,NON
34023,3,3402,67226,23960,43266,547,282,42437,MICHEL,UG,301,NON
34031,1,3403,94056,24655,69401,1164,482,67755,DALMAU,UG,2049,NON
34033,3,3403,94056,24655,69401,1164,482,67755,GACHON,UG,359,NON
34042,2,3404,120416,32147,88269,2111,804,85354,LARUE,UG,886,NON
34054,4,3405,100010,30432,69578,1736,776,67066,CHESNARD,UG,809,NON
34061,1,3406,94941,31359,63582,941,363,62278,GILHODES,UG,472,NON
34073,3,3407,110462,35529,74933,1485,873,72575,PILAUDEAU,UG,1047,NON
34081,1,3408,95644,29580,66064,1112,571,64381,BOUALLAGA,UG,2019,NON
34086,6,3408,95644,29580,66064,1112,571,64381,GARNIER,UG,533,NON
34093,3,3409,90642,29271,61371,1124,581,59666,PEIRO,UG,459,NON
35016,6,3501,94338,25504,68834,1089,458,67287,HAMON,UG,875,NON
35021,1,3502,99900,23110,76790,1022,450,75318,DEFRANCE,UG,746,NON
35026,6,3502,99900,23110,76790,1022,450,75318,HANNE,UG,71,NON
35033,3,3503,93374,24526,68848,1162,646,67040,AMISSE,UG,802,NON
35042,2,3504,97688,26760,70928,1420,543,68965,CHIRAZI,UG,868,NON
35052,2,3505,111588,30678,80910,1902,870,78138,JARNY,UG,1493,NON
35061,1,3506,90648,24462,66186,1141,536,64509,HUBERT,UG,839,NON
35075,5,3507,106649,30003,76646,1095,437,75114,DESCOTTES,UG,1015,NON
35087,7,3508,91957,22703,69254,717,354,68183,LUCAS,UG,654,NON
36012,2,3601,77075,26156,50919,1132,646,49141,GELINAUD,UG,756,NON
36023,3,3602,87371,26395,60976,1400,814,58762,MERCIER,UG,931,NON
37011,1,3701,71964,24259,47705,565,254,46886,JOUHANNAUD,UG,473,NON
37025,5,3702,93120,27451,65669,1302,530,63837,BRUNET,UG,938,NON
37031,1,3703,99411,29596,69815,1633,729,67453,LEGENDRE,UG,1060,NON
37042,2,3704,92734,29246,63488,1145,531,61812,GARDEAU,UG,731,NON
37053,3,3705,87677,26115,61562,1165,483,59914,DELARUE,UG,700,NON
38012,2,3801,83879,20247,63632,675,237,62720,ADAM,UG,541,NON
38023,3,3802,79215,25415,53800,898,295,52607,GOMEZ,UG,661,NON
38035,5,3803,57458,17232,40226,446,250,39530,BRUN,UG,223,NON
38036,6,3803,57458,17232,40226,446,250,39530,LE FOURN,UG,82,NON
380310,10,3803,57458,17232,40226,446,250,39530,ANGLADE,UG,142,NON
380311,11,3803,57458,17232,40226,446,250,39530,CLOT,UG,181,NON
38044,4,3804,92601,26385,66216,1100,329,64787,ZIEGLER,UG,619,NON
38054,4,3805,106920,28359,78561,1296,402,76863,TULIPE,UG,755,NON
38063,3,3806,91054,28202,62852,1201,316,61335,FABRE,UG,185,NON
38065,5,3806,91054,28202,62852,1201,316,61335,GOMEZ,UG,664,NON
38072,2,3807,97000,27807,69193,1033,387,67773,PERRODIN,UG,630,NON
38082,2,3808,82842,24248,58594,1026,336,57232,LACAILLE,UG,623,NON
38093,3,3809,101320,28739,72581,1447,309,70825,VASSAL,UG,9,NON
38096,6,3809,101320,28739,72581,1447,309,70825,OFFRANC PIRET,UG,833,NON
